Division,Event_Unique_Id,Homicide_Type,Hood_ID,Neighbourhood,ObjectId,Occurrence_Date,Occurrence_year,_id,geometry
D43,2377423,Shooting,137,Woburn (137),506,2008-02-22T00:00:00,2008,506,"{'type': 'Point', 'coordinates': (-79.21137563, 43.76372753)}"
D42,1102449,Shooting,117,L'Amoreaux (117),507,2005-08-05T00:00:00,2005,507,"{'type': 'Point', 'coordinates': (-79.33308972, 43.79817569)}"
D14,2604028,Other,81,Trinity-Bellwoods (81),508,2008-02-23T00:00:00,2008,508,"{'type': 'Point', 'coordinates': (-79.40914548, 43.64788984)}"
D51,1068304,Shooting,71,Cabbagetown-South St.James Town (71),509,2005-08-07T00:00:00,2005,509,"{'type': 'Point', 'coordinates': (-79.37547981, 43.66574074)}"
D32,2651936,Other,33,Clanton Park (33),510,2008-02-28T00:00:00,2008,510,"{'type': 'Point', 'coordinates': (-79.4567098, 43.7516636)}"
D51,1068304,Shooting,71,Cabbagetown-South St.James Town (71),511,2005-08-07T00:00:00,2005,511,"{'type': 'Point', 'coordinates': (-79.37547981, 43.66574074)}"
D32,2704738,Shooting,31,Yorkdale-Glen Park (31),512,2008-03-14T00:00:00,2008,512,"{'type': 'Point', 'coordinates': (-79.44819077, 43.71911297)}"
D23,985817,Shooting,8,Humber Heights-Westmount (8),513,2005-08-13T00:00:00,2005,513,"{'type': 'Point', 'coordinates': (-79.52055006, 43.69582217000001)}"
D22,2722663,Stabbing,13,Etobicoke West Mall (13),514,2008-03-18T00:00:00,2008,514,"{'type': 'Point', 'coordinates': (-79.57217757, 43.6523955)}"
D51,1156816,Shooting,74,North St.James Town (74),515,2005-08-15T00:00:00,2005,515,"{'type': 'Point', 'coordinates': (-79.37464369, 43.66709416)}"
D55,2371247,Shooting,70,South Riverdale (70),516,2008-03-18T00:00:00,2008,516,"{'type': 'Point', 'coordinates': (-79.34156719, 43.66484383)}"
D54,1072514,Shooting,44,Flemingdon Park (44),517,2005-08-16T00:00:00,2005,517,"{'type': 'Point', 'coordinates': (-79.33491684000002, 43.71873068)}"
D14,2586161,Stabbing,93,Dovercourt-Wallace Emerson-Junction (93),518,2008-04-17T00:00:00,2008,518,"{'type': 'Point', 'coordinates': (-79.44582039000001, 43.662064730000004)}"
D41,117846,Other,127,Bendale (127),519,2005-08-18T00:00:00,2005,519,"{'type': 'Point', 'coordinates': (-79.26658403, 43.75812182)}"
D43,2651181,Stabbing,139,Scarborough Village (139),520,2008-05-04T00:00:00,2008,520,"{'type': 'Point', 'coordinates': (-79.21965317, 43.74501856)}"
D22,1183577,Other,18,New Toronto (18),521,2005-08-20T00:00:00,2005,521,"{'type': 'Point', 'coordinates': (-79.50817169, 43.60169138)}"
D12,2743492,Stabbing,90,Junction Area (90),522,2008-04-30T00:00:00,2008,522,"{'type': 'Point', 'coordinates': (-79.46557595, 43.6678626)}"
D42,1189864,Shooting,139,Scarborough Village (139),523,2005-08-25T00:00:00,2005,523,"{'type': 'Point', 'coordinates': (-79.2205216, 43.74283338)}"
D43,2577122,Other,139,Scarborough Village (139),524,2008-05-04T00:00:00,2008,524,"{'type': 'Point', 'coordinates': (-79.21965317, 43.74501856)}"
D31,761120,Shooting,25,Glenfield-Jane Heights (25),525,2005-08-30T00:00:00,2005,525,"{'type': 'Point', 'coordinates': (-79.50948515, 43.73912761)}"
D33,2783886,Stabbing,42,Banbury-Don Mills (42),526,2008-05-17T00:00:00,2008,526,"{'type': 'Point', 'coordinates': (-79.33515215, 43.7312622)}"
D51,1178414,Other,73,Moss Park (73),527,2005-08-31T00:00:00,2005,527,"{'type': 'Point', 'coordinates': (-79.37008264, 43.656162280000004)}"
D33,2783886,Other,42,Banbury-Don Mills (42),528,2008-05-17T00:00:00,2008,528,"{'type': 'Point', 'coordinates': (-79.33515215, 43.7312622)}"
D33,1389771,Stabbing,42,Banbury-Don Mills (42),529,2005-09-06T00:00:00,2005,529,"{'type': 'Point', 'coordinates': (-79.34361537000001, 43.74027402)}"
D42,2853575,Shooting,132,Malvern (132),530,2008-05-28T00:00:00,2008,530,"{'type': 'Point', 'coordinates': (-79.2138906, 43.81054648)}"
D31,1101797,Shooting,28,Rustic (28),531,2005-09-08T00:00:00,2005,531,"{'type': 'Point', 'coordinates': (-79.50223372, 43.70492158)}"
D42,2855091,Shooting,118,Tam O'Shanter-Sullivan (118),532,2008-05-28T00:00:00,2008,532,"{'type': 'Point', 'coordinates': (-79.29712101, 43.78411259)}"
D14,739598,Shooting,82,Niagara (82),533,2005-09-09T00:00:00,2005,533,"{'type': 'Point', 'coordinates': (-79.39916285, 43.63523601)}"
D54,2709711,Shooting,43,Victoria Village (43),534,2008-05-30T00:00:00,2008,534,"{'type': 'Point', 'coordinates': (-79.29924592, 43.71667004)}"
D31,1096519,Shooting,24,Black Creek (24),535,2005-09-10T00:00:00,2005,535,"{'type': 'Point', 'coordinates': (-79.51472666, 43.76721178)}"
D55,2615345,Shooting,62,East End-Danforth (62),536,2008-02-25T00:00:00,2008,536,"{'type': 'Point', 'coordinates': (-79.30635905, 43.68597881)}"
D31,1203047,Shooting,25,Glenfield-Jane Heights (25),537,2005-09-13T00:00:00,2005,537,"{'type': 'Point', 'coordinates': (-79.51630349, 43.75189346)}"
D14,2555616,Shooting,82,Niagara (82),538,2008-06-13T00:00:00,2008,538,"{'type': 'Point', 'coordinates': (-79.4094396, 43.645012)}"
D14,1139553,Shooting,85,South Parkdale (85),539,2005-09-16T00:00:00,2005,539,"{'type': 'Point', 'coordinates': (-79.43468620000002, 43.63746024)}"
D14,2555616,Shooting,82,Niagara (82),540,2008-06-13T00:00:00,2008,540,"{'type': 'Point', 'coordinates': (-79.4094396, 43.645012)}"
D23,1156513,Shooting,5,Elms-Old Rexdale (5),541,2005-09-16T00:00:00,2005,541,"{'type': 'Point', 'coordinates': (-79.54932451, 43.72729069)}"
D23,1156513,Shooting,5,Elms-Old Rexdale (5),542,2005-09-16T00:00:00,2005,542,"{'type': 'Point', 'coordinates': (-79.54932451, 43.72729069)}"
D23,1156513,Shooting,5,Elms-Old Rexdale (5),543,2005-09-16T00:00:00,2005,543,"{'type': 'Point', 'coordinates': (-79.54932451, 43.72729069)}"
D54,1228892,Other,58,Old East York (58),544,2005-09-22T00:00:00,2005,544,"{'type': 'Point', 'coordinates': (-79.33522424, 43.69454508)}"
D42,1141576,Stabbing,136,West Hill (136),545,2005-10-01T00:00:00,2005,545,"{'type': 'Point', 'coordinates': (-79.16259051000002, 43.77039183)}"
D23,1325246,Shooting,2,Mount Olive-Silverstone-Jamestown (2),546,2005-10-22T00:00:00,2005,546,"{'type': 'Point', 'coordinates': (-79.58849474, 43.73869605)}"
D23,1265274,Shooting,1,West Humber-Clairville (1),547,2005-10-23T00:00:00,2005,547,"{'type': 'Point', 'coordinates': (-79.59166379, 43.73677452)}"
D23,1265274,Shooting,1,West Humber-Clairville (1),548,2005-10-23T00:00:00,2005,548,"{'type': 'Point', 'coordinates': (-79.59166379, 43.73677452)}"
D42,1317338,Shooting,117,L'Amoreaux (117),549,2005-11-01T01:00:00,2005,549,"{'type': 'Point', 'coordinates': (-79.33308972, 43.79817569)}"
D13,1345445,Shooting,107,Oakwood Village (107),550,2005-11-09T00:00:00,2005,550,"{'type': 'Point', 'coordinates': (-79.44275361, 43.69730275)}"
D32,1356083,Stabbing,51,Willowdale East (51),551,2005-11-12T00:00:00,2005,551,"{'type': 'Point', 'coordinates': (-79.40653241, 43.75650092)}"
D12,1322417,Shooting,91,Weston-Pellam Park (91),552,2005-11-14T00:00:00,2005,552,"{'type': 'Point', 'coordinates': (-79.46359187, 43.6807223)}"
D23,1258191,Shooting,1,West Humber-Clairville (1),553,2005-11-18T00:00:00,2005,553,"{'type': 'Point', 'coordinates': (-79.59417116, 43.7419265)}"
D54,1293148,Other,54,O'Connor-Parkview (54),554,2005-11-02T01:00:00,2005,554,"{'type': 'Point', 'coordinates': (-79.30153584, 43.71530584)}"
D41,1337264,Stabbing,126,Dorset Park (126),555,2005-11-26T00:00:00,2005,555,"{'type': 'Point', 'coordinates': (-79.27787067000001, 43.74546157)}"
D11,1428567,Shooting,93,Dovercourt-Wallace Emerson-Junction (93),556,2005-11-29T00:00:00,2005,556,"{'type': 'Point', 'coordinates': (-79.44864601, 43.65957709)}"
D31,812174,Other,24,Black Creek (24),557,2005-01-26T00:00:00,2005,557,"{'type': 'Point', 'coordinates': (-79.52138662, 43.77320849)}"
D31,1440086,Shooting,21,Humber Summit (21),558,2005-12-01T00:00:00,2005,558,"{'type': 'Point', 'coordinates': (-79.54378089, 43.77293638)}"
D14,1283750,Other,85,South Parkdale (85),559,2005-11-05T01:00:00,2005,559,"{'type': 'Point', 'coordinates': (-79.43240631, 43.63969174)}"
D53,1439907,Other,102,Forest Hill North (102),560,2005-12-16T00:00:00,2005,560,"{'type': 'Point', 'coordinates': (-79.42681602, 43.707106)}"
D31,1443414,Shooting,25,Glenfield-Jane Heights (25),561,2005-12-23T00:00:00,2005,561,"{'type': 'Point', 'coordinates': (-79.51665231, 43.75185692)}"
D52,1229258,Shooting,64,Woodbine Corridor (64),562,2005-12-26T00:00:00,2005,562,"{'type': 'Point', 'coordinates': (-79.31762961, 43.68462674)}"
D32,1158528,Stabbing,33,Clanton Park (33),563,2005-09-19T00:00:00,2005,563,"{'type': 'Point', 'coordinates': (-79.44004489, 43.73610985)}"
D42,1003568,Other,116,Steeles (116),564,2005-01-24T00:00:00,2005,564,"{'type': 'Point', 'coordinates': (-79.33210658, 43.80721233)}"
D13,1426456,Shooting,108,Briar Hill-Belgravia (108),565,2006-01-01T00:00:00,2006,565,"{'type': 'Point', 'coordinates': (-79.4472933, 43.69635948)}"
D32,1557753,Other,39,Bedford Park-Nortown (39),566,2006-01-26T00:00:00,2006,566,"{'type': 'Point', 'coordinates': (-79.41488062, 43.73518176)}"
D31,1361475,Shooting,25,Glenfield-Jane Heights (25),567,2006-02-06T00:00:00,2006,567,"{'type': 'Point', 'coordinates': (-79.50171299, 43.74506703)}"
D42,1624304,Stabbing,117,L'Amoreaux (117),568,2006-02-09T00:00:00,2006,568,"{'type': 'Point', 'coordinates': (-79.33034213000002, 43.79670177)}"
D42,1624304,Stabbing,117,L'Amoreaux (117),569,2006-02-09T00:00:00,2006,569,"{'type': 'Point', 'coordinates': (-79.33034213000002, 43.79670177)}"
D42,1624304,Stabbing,117,L'Amoreaux (117),570,2006-02-09T00:00:00,2006,570,"{'type': 'Point', 'coordinates': (-79.33034213000002, 43.79670177)}"
D54,1511490,Stabbing,44,Flemingdon Park (44),571,2006-02-08T00:00:00,2006,571,"{'type': 'Point', 'coordinates': (-79.33491684000002, 43.71873068)}"
D54,1559867,Other,61,Taylor-Massey (61),572,2006-03-02T00:00:00,2006,572,"{'type': 'Point', 'coordinates': (-79.29247781, 43.69286384)}"
D43,1597252,Other,134,Highland Creek (134),573,2006-03-04T00:00:00,2006,573,"{'type': 'Point', 'coordinates': (-79.17434848, 43.79272)}"
D31,1640987,Shooting,22,Humbermede (22),574,2006-03-12T00:00:00,2006,574,"{'type': 'Point', 'coordinates': (-79.54518685, 43.74788175)}"
D43,1591256,Shooting,139,Scarborough Village (139),575,2006-03-14T01:00:00,2006,575,"{'type': 'Point', 'coordinates': (-79.21887335, 43.743180390000006)}"
D51,1479234,Shooting,71,Cabbagetown-South St.James Town (71),576,2006-03-20T01:00:00,2006,576,"{'type': 'Point', 'coordinates': (-79.37373773, 43.66729501)}"
D12,1570672,Shooting,115,Mount Dennis (115),577,2006-03-27T01:00:00,2006,577,"{'type': 'Point', 'coordinates': (-79.49087817, 43.6875723)}"
D31,1671071,Shooting,25,Glenfield-Jane Heights (25),578,2006-03-27T01:00:00,2006,578,"{'type': 'Point', 'coordinates': (-79.50715447, 43.74847366)}"
D31,1578377,Other,22,Humbermede (22),579,2006-04-07T00:00:00,2006,579,"{'type': 'Point', 'coordinates': (-79.54903544, 43.7506496)}"
D31,1673447,Stabbing,26,Downsview-Roding-CFB (26),580,2006-04-20T00:00:00,2006,580,"{'type': 'Point', 'coordinates': (-79.47211694, 43.73038403)}"
D33,1636602,Stabbing,47,Don Valley Village (47),581,2006-04-26T00:00:00,2006,581,"{'type': 'Point', 'coordinates': (-79.34428001, 43.78097583)}"
D54,1473434,Shooting,44,Flemingdon Park (44),582,2006-04-29T00:00:00,2006,582,"{'type': 'Point', 'coordinates': (-79.32848978, 43.71903099)}"
D22,1686110,Stabbing,18,New Toronto (18),583,2006-04-29T00:00:00,2006,583,"{'type': 'Point', 'coordinates': (-79.50886163, 43.60153841)}"
D54,1439616,Stabbing,65,Greenwood-Coxwell (65),584,2006-05-02T00:00:00,2006,584,"{'type': 'Point', 'coordinates': (-79.32359895, 43.68336554)}"
D52,1506152,Stabbing,78,Kensington-Chinatown (78),585,2006-05-15T00:00:00,2006,585,"{'type': 'Point', 'coordinates': (-79.39339759, 43.65276389)}"
D54,1714664,Other,61,Taylor-Massey (61),586,2006-05-17T00:00:00,2006,586,"{'type': 'Point', 'coordinates': (-79.29368242, 43.69258698)}"
D54,1470621,Stabbing,54,O'Connor-Parkview (54),587,2006-11-05T01:00:00,2006,587,"{'type': 'Point', 'coordinates': (-79.30489867, 43.71598673)}"
D13,1465047,Other,106,Humewood-Cedarvale (106),588,2006-05-26T00:00:00,2006,588,"{'type': 'Point', 'coordinates': (-79.42083062, 43.68619468)}"
D43,1630473,Shooting,137,Woburn (137),589,2006-05-28T00:00:00,2006,589,"{'type': 'Point', 'coordinates': (-79.21564208, 43.76057179)}"
D12,1441432,Shooting,113,Weston (113),590,2006-06-03T00:00:00,2006,590,"{'type': 'Point', 'coordinates': (-79.50654333, 43.69564416000001)}"
D31,1677509,Stabbing,26,Downsview-Roding-CFB (26),591,2006-06-03T00:00:00,2006,591,"{'type': 'Point', 'coordinates': (-79.48595958, 43.74286798)}"
D31,1433643,Shooting,28,Rustic (28),592,2006-06-12T00:00:00,2006,592,"{'type': 'Point', 'coordinates': (-79.50227042, 43.71654549)}"
D12,1269372,Stabbing,115,Mount Dennis (115),593,2006-06-13T00:00:00,2006,593,"{'type': 'Point', 'coordinates': (-79.49087817, 43.6875723)}"
D31,1556233,Stabbing,26,Downsview-Roding-CFB (26),594,2006-06-22T00:00:00,2006,594,"{'type': 'Point', 'coordinates': (-79.50811877000001, 43.71907849)}"
D42,1523520,Shooting,132,Malvern (132),595,2006-06-23T00:00:00,2006,595,"{'type': 'Point', 'coordinates': (-79.22444127, 43.80250536)}"
D51,1712933,Other,75,Church-Yonge Corridor (75),596,2006-06-23T00:00:00,2006,596,"{'type': 'Point', 'coordinates': (-79.38132262, 43.6667026)}"
D51,1614702,Shooting,77,Waterfront Communities-The Island (77),597,2006-06-26T00:00:00,2006,597,"{'type': 'Point', 'coordinates': (-79.36851255, 43.64728251)}"
D12,1463143,Shooting,90,Junction Area (90),598,2006-07-02T00:00:00,2006,598,"{'type': 'Point', 'coordinates': (-79.4740376, 43.678899650000005)}"
D22,1436777,Shooting,20,Alderwood (20),599,2006-07-05T00:00:00,2006,599,"{'type': 'Point', 'coordinates': (-79.54482023, 43.60085066)}"
D51,1680741,Shooting,75,Church-Yonge Corridor (75),600,2006-07-11T00:00:00,2006,600,"{'type': 'Point', 'coordinates': (-79.37583535, 43.65495451)}"
D42,1789165,Shooting,131,Rouge (131),601,2006-07-12T00:00:00,2006,601,"{'type': 'Point', 'coordinates': (-79.22641494, 43.82981059)}"
D12,1482034,Shooting,115,Mount Dennis (115),602,2006-07-12T00:00:00,2006,602,"{'type': 'Point', 'coordinates': (-79.49198187, 43.6879238)}"
D23,1720929,Stabbing,1,West Humber-Clairville (1),603,2006-07-14T00:00:00,2006,603,"{'type': 'Point', 'coordinates': (-79.59204832, 43.73218217)}"
D54,1753633,Stabbing,54,O'Connor-Parkview (54),604,2006-07-15T00:00:00,2006,604,"{'type': 'Point', 'coordinates': (-79.31058473, 43.71380448)}"
D52,1436568,Shooting,54,O'Connor-Parkview (54),605,2006-07-17T00:00:00,2006,605,"{'type': 'Point', 'coordinates': (-79.31058473, 43.71380448)}"
D54,1558823,Other,66,Danforth (66),606,2006-06-02T00:00:00,2006,606,"{'type': 'Point', 'coordinates': (-79.33267576, 43.68227617)}"
D42,1436461,Other,132,Malvern (132),607,2006-07-27T00:00:00,2006,607,"{'type': 'Point', 'coordinates': (-79.21555349, 43.80779799)}"
D11,1684861,Other,85,South Parkdale (85),608,2006-08-05T00:00:00,2006,608,"{'type': 'Point', 'coordinates': (-79.43657354, 43.63873271)}"
D52,1467979,Stabbing,76,Bay Street Corridor (76),609,2006-09-11T00:00:00,2006,609,"{'type': 'Point', 'coordinates': (-79.38207764, 43.65909609)}"
D52,1467979,Stabbing,76,Bay Street Corridor (76),610,2006-09-11T00:00:00,2006,610,"{'type': 'Point', 'coordinates': (-79.38207764, 43.65909609)}"
D42,1442534,Shooting,117,L'Amoreaux (117),611,2006-09-14T00:00:00,2006,611,"{'type': 'Point', 'coordinates': (-79.30101856, 43.80230181)}"
D43,1825448,Other,137,Woburn (137),612,2006-09-17T00:00:00,2006,612,"{'type': 'Point', 'coordinates': (-79.24032385, 43.77045985)}"
D14,1873074,Shooting,85,South Parkdale (85),613,2006-09-17T00:00:00,2006,613,"{'type': 'Point', 'coordinates': (-79.42909632, 43.63858236)}"
D42,1859866,Stabbing,116,Steeles (116),614,2006-09-17T00:00:00,2006,614,"{'type': 'Point', 'coordinates': (-79.32559801, 43.8073646)}"
D41,1696275,Other,122,Birchcliffe-Cliffside (122),615,2006-09-21T00:00:00,2006,615,"{'type': 'Point', 'coordinates': (-79.2564199, 43.71017395)}"
D51,1448580,Other,75,Church-Yonge Corridor (75),616,2006-09-22T00:00:00,2006,616,"{'type': 'Point', 'coordinates': (-79.38159626, 43.66440307)}"
D31,1710058,Shooting,21,Humber Summit (21),617,2006-09-25T00:00:00,2006,617,"{'type': 'Point', 'coordinates': (-79.56906415000002, 43.75905627)}"
D54,1905589,Shooting,43,Victoria Village (43),618,2006-10-09T00:00:00,2006,618,"{'type': 'Point', 'coordinates': (-79.30442807, 43.71890684)}"
D41,1696286,Other,119,Wexford/Maryvale (119),619,2006-10-17T00:00:00,2006,619,"{'type': 'Point', 'coordinates': (-79.3004441, 43.72794175)}"
D43,1603174,Stabbing,135,Morningside (135),620,2006-10-21T00:00:00,2006,620,"{'type': 'Point', 'coordinates': (-79.19431473, 43.78927557)}"
D22,1877732,Other,16,Stonegate-Queensway (16),621,2006-10-27T00:00:00,2006,621,"{'type': 'Point', 'coordinates': (-79.49623012, 43.62773536)}"
D51,1855834,Stabbing,71,Cabbagetown-South St.James Town (71),622,2006-10-11T00:00:00,2006,622,"{'type': 'Point', 'coordinates': (-79.3641184, 43.66609313000001)}"
D12,2399394,Shooting,111,Rockcliffe-Smythe (111),623,2008-06-15T00:00:00,2008,623,"{'type': 'Point', 'coordinates': (-79.49371753, 43.67167327)}"
D54,1470621,Stabbing,54,O'Connor-Parkview (54),624,2006-11-05T01:00:00,2006,624,"{'type': 'Point', 'coordinates': (-79.30489867, 43.71598673)}"
D41,2810109,Other,120,Clairlea-Birchmount (120),625,2008-06-23T00:00:00,2008,625,"{'type': 'Point', 'coordinates': (-79.28668911, 43.70008354)}"
D42,1448992,Shooting,132,Malvern (132),626,2006-11-14T00:00:00,2006,626,"{'type': 'Point', 'coordinates': (-79.22864719, 43.80938762)}"
D54,2368814,Other,54,O'Connor-Parkview (54),627,2008-06-22T00:00:00,2008,627,"{'type': 'Point', 'coordinates': (-79.29727315, 43.696524000000004)}"
D11,1945800,Other,114,Lambton Baby Point (114),628,2006-11-25T00:00:00,2006,628,"{'type': 'Point', 'coordinates': (-79.48444470000001, 43.64933139)}"
D41,2862776,Shooting,119,Wexford/Maryvale (119),629,2008-07-09T00:00:00,2008,629,"{'type': 'Point', 'coordinates': (-79.31122683, 43.75088627)}"
D14,1796411,Shooting,77,Waterfront Communities-The Island (77),630,2006-12-03T00:00:00,2006,630,"{'type': 'Point', 'coordinates': (-79.39388892, 43.64273773)}"
D53,2906096,Stabbing,97,Yonge-St.Clair (97),631,2008-07-14T00:00:00,2008,631,"{'type': 'Point', 'coordinates': (-79.39456317, 43.68921711)}"
D42,1462848,Other,132,Malvern (132),632,2006-12-03T00:00:00,2006,632,"{'type': 'Point', 'coordinates': (-79.19709423, 43.79676765)}"
D43,2517552,Shooting,135,Morningside (135),633,2008-07-17T00:00:00,2008,633,"{'type': 'Point', 'coordinates': (-79.1953916, 43.78482868)}"
D12,GO-20172060242,Stabbing,113,Weston (113),634,2017-11-14T00:00:00,2017,634,"{'type': 'Point', 'coordinates': (-79.51936568, 43.70104075)}"
D51,1451923,Other,72,Regent Park (72),635,2006-12-20T00:00:00,2006,635,"{'type': 'Point', 'coordinates': (-79.35864726, 43.66241529)}"
D14,1501929,Shooting,85,South Parkdale (85),636,2006-12-25T00:00:00,2006,636,"{'type': 'Point', 'coordinates': (-79.42733544000001, 43.63896)}"
D23,1490523,Stabbing,1,West Humber-Clairville (1),637,2006-12-26T00:00:00,2006,637,"{'type': 'Point', 'coordinates': (-79.57343537, 43.72575202)}"
D31,1932560,Shooting,24,Black Creek (24),638,2006-12-27T00:00:00,2006,638,"{'type': 'Point', 'coordinates': (-79.5187813, 43.76191810000001)}"
D22,1904938,Other,14,Islington-City Centre West (14),639,2006-10-06T00:00:00,2006,639,"{'type': 'Point', 'coordinates': (-79.56010921, 43.6473971)}"
D42,1875060,Shooting,132,Malvern (132),640,2007-01-01T00:00:00,2007,640,"{'type': 'Point', 'coordinates': (-79.2281779, 43.79999192)}"
D54,1763040,Shooting,44,Flemingdon Park (44),641,2007-01-11T00:00:00,2007,641,"{'type': 'Point', 'coordinates': (-79.32445636, 43.71236391)}"
D12,1441479,Other,113,Weston (113),642,2007-01-11T00:00:00,2007,642,"{'type': 'Point', 'coordinates': (-79.51532571, 43.69982144000001)}"
D42,1993783,Shooting,128,Agincourt South-Malvern West (128),643,2007-01-14T00:00:00,2007,643,"{'type': 'Point', 'coordinates': (-79.26540079, 43.78103935)}"
D12,1492036,Stabbing,111,Rockcliffe-Smythe (111),644,2007-01-20T00:00:00,2007,644,"{'type': 'Point', 'coordinates': (-79.47773655000002, 43.67801895)}"
D43,1925141,Shooting,123,Cliffcrest (123),645,2007-02-04T00:00:00,2007,645,"{'type': 'Point', 'coordinates': (-79.22786781, 43.72243624000001)}"
D31,1896894,Stabbing,26,Downsview-Roding-CFB (26),646,2007-02-14T00:00:00,2007,646,"{'type': 'Point', 'coordinates': (-79.51316419, 43.72551677)}"
D41,2061133,Stabbing,120,Clairlea-Birchmount (120),647,2007-03-09T00:00:00,2007,647,"{'type': 'Point', 'coordinates': (-79.29142356, 43.72699591)}"
D31,2065992,Shooting,22,Humbermede (22),648,2007-03-15T00:00:00,2007,648,"{'type': 'Point', 'coordinates': (-79.54833253, 43.74877881)}"
D13,1564750,Shooting,107,Oakwood Village (107),649,2007-03-17T00:00:00,2007,649,"{'type': 'Point', 'coordinates': (-79.44080538, 43.69265471)}"
D32,1438873,Other,51,Willowdale East (51),650,2007-03-28T00:00:00,2007,650,"{'type': 'Point', 'coordinates': (-79.41227445, 43.78047607)}"
D31,2090220,Stabbing,25,Glenfield-Jane Heights (25),651,2007-04-02T00:00:00,2007,651,"{'type': 'Point', 'coordinates': (-79.51665231, 43.75185692)}"
D51,2072766,Shooting,71,Cabbagetown-South St.James Town (71),652,2007-04-04T00:00:00,2007,652,"{'type': 'Point', 'coordinates': (-79.36952193, 43.66817448)}"
D22,1447527,Shooting,2,Mount Olive-Silverstone-Jamestown (2),653,2007-04-05T00:00:00,2007,653,"{'type': 'Point', 'coordinates': (-79.58705964000002, 43.75362093)}"
D43,1606685,Other,137,Woburn (137),654,2007-04-06T00:00:00,2007,654,"{'type': 'Point', 'coordinates': (-79.22909022, 43.76100951000001)}"
D32,2086798,Stabbing,33,Clanton Park (33),655,2007-04-09T00:00:00,2007,655,"{'type': 'Point', 'coordinates': (-79.44049289, 43.75512241)}"
D43,1842715,Shooting,70,South Riverdale (70),656,2007-04-12T00:00:00,2007,656,"{'type': 'Point', 'coordinates': (-79.35429893, 43.66504781)}"
D41,2003231,Stabbing,124,Kennedy Park (124),657,2007-04-13T00:00:00,2007,657,"{'type': 'Point', 'coordinates': (-79.26325026, 43.73333453)}"
D31,2178693,Shooting,26,Downsview-Roding-CFB (26),658,2007-04-21T00:00:00,2007,658,"{'type': 'Point', 'coordinates': (-79.52764210000001, 43.7166963)}"
D54,2021610,Stabbing,68,North Riverdale (68),659,2007-04-22T00:00:00,2007,659,"{'type': 'Point', 'coordinates': (-79.35070987, 43.67779387)}"
D51,1971014,Other,76,Bay Street Corridor (76),660,2007-04-29T00:00:00,2007,660,"{'type': 'Point', 'coordinates': (-79.38674812, 43.67022634)}"
D42,2198590,Shooting,131,Rouge (131),661,2007-05-09T00:00:00,2007,661,"{'type': 'Point', 'coordinates': (-79.17945633, 43.80427664)}"
D23,2226769,Other,5,Elms-Old Rexdale (5),662,2007-05-14T00:00:00,2007,662,"{'type': 'Point', 'coordinates': (-79.55204935, 43.7267404)}"
D53,2163954,Shooting,99,Mount Pleasant East (99),663,2007-05-18T00:00:00,2007,663,"{'type': 'Point', 'coordinates': (-79.38883839, 43.70865511)}"
D31,2044021,Shooting,22,Humbermede (22),664,2007-05-21T00:00:00,2007,664,"{'type': 'Point', 'coordinates': (-79.54009233, 43.74179496)}"
D31,1902458,Shooting,42,Banbury-Don Mills (42),665,2007-05-23T00:00:00,2007,665,"{'type': 'Point', 'coordinates': (-79.34952647, 43.75179733)}"
D14,2151831,Shooting,78,Kensington-Chinatown (78),666,2007-05-20T00:00:00,2007,666,"{'type': 'Point', 'coordinates': (-79.40127221, 43.64967221)}"
D55,2226684,Other,77,Waterfront Communities-The Island (77),667,2007-05-26T00:00:00,2007,667,"{'type': 'Point', 'coordinates': (-79.3627004, 43.65156829000001)}"
D33,2243955,Stabbing,45,Parkwoods-Donalda (45),668,2007-06-05T00:00:00,2007,668,"{'type': 'Point', 'coordinates': (-79.31866636, 43.75992449)}"
D23,2066379,Shooting,2,Mount Olive-Silverstone-Jamestown (2),669,2007-06-09T00:00:00,2007,669,"{'type': 'Point', 'coordinates': (-79.57827059, 43.7355062)}"
D14,2055785,Other,78,Kensington-Chinatown (78),670,2007-05-30T00:00:00,2007,670,"{'type': 'Point', 'coordinates': (-79.39801041, 43.65294362)}"
D13,2127704,Other,109,Caledonia-Fairbank (109),671,2007-06-17T00:00:00,2007,671,"{'type': 'Point', 'coordinates': (-79.45923368, 43.68928292)}"
D43,2149719,Other,135,Morningside (135),672,2007-05-08T00:00:00,2007,672,"{'type': 'Point', 'coordinates': (-79.2049343, 43.78259962)}"
D42,2064605,Stabbing,131,Rouge (131),673,2007-06-25T00:00:00,2007,673,"{'type': 'Point', 'coordinates': (-79.21787789, 43.82286837)}"
D51,2315548,Stabbing,73,Moss Park (73),674,2007-06-29T00:00:00,2007,674,"{'type': 'Point', 'coordinates': (-79.36597615, 43.65944077)}"
D42,2122523,Shooting,131,Rouge (131),675,2007-07-04T00:00:00,2007,675,"{'type': 'Point', 'coordinates': (-79.15380976, 43.79764408)}"
D43,2126683,Stabbing,136,West Hill (136),676,2007-07-07T00:00:00,2007,676,"{'type': 'Point', 'coordinates': (-79.1947012, 43.76201197)}"
D32,2304950,Shooting,31,Yorkdale-Glen Park (31),677,2007-07-03T00:00:00,2007,677,"{'type': 'Point', 'coordinates': (-79.44932805, 43.72085817)}"
D43,2043425,Stabbing,137,Woburn (137),678,2007-07-17T00:00:00,2007,678,"{'type': 'Point', 'coordinates': (-79.23293774, 43.77954305)}"
