Division,Event_Unique_Id,Homicide_Type,Hood_ID,Neighbourhood,ObjectId,Occurrence_Date,Occurrence_year,_id,geometry
D12,4119820,Shooting,115,Mount Dennis (115),167,2011-07-31T00:00:00,2011,167,"{'type': 'Point', 'coordinates': (-79.50794345, 43.69120603)}"
D31,3443263,Stabbing,26,Downsview-Roding-CFB (26),168,2011-08-10T00:00:00,2011,168,"{'type': 'Point', 'coordinates': (-79.48366205, 43.72628152)}"
D31,4082526,Shooting,26,Downsview-Roding-CFB (26),169,2011-08-20T00:00:00,2011,169,"{'type': 'Point', 'coordinates': (-79.49420269, 43.74310665)}"
D32,4131492,Shooting,33,Clanton Park (33),170,2011-08-23T00:00:00,2011,170,"{'type': 'Point', 'coordinates': (-79.43640521, 43.7412202)}"
D11,3721549,Shooting,114,Lambton Baby Point (114),171,2011-08-27T00:00:00,2011,171,"{'type': 'Point', 'coordinates': (-79.50146561, 43.66488611)}"
D43,4137445,Other,137,Woburn (137),172,2011-09-11T00:00:00,2011,172,"{'type': 'Point', 'coordinates': (-79.24981216, 43.77252429)}"
D41,3156934,Shooting,120,Clairlea-Birchmount (120),173,2011-09-17T00:00:00,2011,173,"{'type': 'Point', 'coordinates': (-79.26809008, 43.70699821)}"
D14,4136529,Shooting,81,Trinity-Bellwoods (81),174,2011-10-02T00:00:00,2011,174,"{'type': 'Point', 'coordinates': (-79.41589897, 43.64718351)}"
D43,357703,Shooting,136,West Hill (136),175,2010-03-11T00:00:00,2010,175,"{'type': 'Point', 'coordinates': (-79.19943219, 43.765444970000004)}"
D54,3887747,Shooting,43,Victoria Village (43),176,2011-10-09T00:00:00,2011,176,"{'type': 'Point', 'coordinates': (-79.29924592, 43.71667004)}"
D54,4156058,Shooting,61,Taylor-Massey (61),177,2011-10-14T00:00:00,2011,177,"{'type': 'Point', 'coordinates': (-79.30056835, 43.69437813)}"
D41,3680160,Other,119,Wexford/Maryvale (119),178,2010-03-13T00:00:00,2010,178,"{'type': 'Point', 'coordinates': (-79.31333367, 43.76654434)}"
D31,4244358,Shooting,24,Black Creek (24),179,2011-10-15T00:00:00,2011,179,"{'type': 'Point', 'coordinates': (-79.50983712000001, 43.76343195)}"
D22,4219112,Shooting,13,Etobicoke West Mall (13),180,2011-10-21T00:00:00,2011,180,"{'type': 'Point', 'coordinates': (-79.57612369, 43.64850208)}"
D31,4188550,Shooting,26,Downsview-Roding-CFB (26),181,2011-10-28T00:00:00,2011,181,"{'type': 'Point', 'coordinates': (-79.50857142, 43.73004373)}"
D11,3657524,Other,87,High Park-Swansea (87),182,2010-04-04T00:00:00,2010,182,"{'type': 'Point', 'coordinates': (-79.45340348, 43.65503076)}"
D55,4187348,Shooting,70,South Riverdale (70),183,2011-11-29T00:00:00,2011,183,"{'type': 'Point', 'coordinates': (-79.32288072, 43.652347070000005)}"
D32,4253053,Stabbing,50,Newtonbrook East (50),184,2011-12-02T00:00:00,2011,184,"{'type': 'Point', 'coordinates': (-79.40742502, 43.78249887)}"
D32,3034132,Stabbing,39,Bedford Park-Nortown (39),185,2011-12-03T00:00:00,2011,185,"{'type': 'Point', 'coordinates': (-79.42382689, 43.73937509)}"
D51,3733844,Other,73,Moss Park (73),186,2010-04-28T00:00:00,2010,186,"{'type': 'Point', 'coordinates': (-79.36789985, 43.65485425000001)}"
D43,4266197,Shooting,137,Woburn (137),187,2011-12-30T00:00:00,2011,187,"{'type': 'Point', 'coordinates': (-79.20558788, 43.76404781)}"
D14,4355679,Stabbing,78,Kensington-Chinatown (78),188,2011-12-31T00:00:00,2011,188,"{'type': 'Point', 'coordinates': (-79.39801041, 43.65294362)}"
D51,4191912,Other,72,Regent Park (72),189,2011-12-26T00:00:00,2011,189,"{'type': 'Point', 'coordinates': (-79.35864726, 43.66241529)}"
D12,4136582,Other,113,Weston (113),190,2011-12-02T00:00:00,2011,190,"{'type': 'Point', 'coordinates': (-79.50379913, 43.70287945)}"
D42,39593058,Other,132,Malvern (132),191,2011-02-19T00:00:00,2011,191,"{'type': 'Point', 'coordinates': (-79.23032602000002, 43.79190747)}"
D13,3427476,Shooting,107,Oakwood Village (107),192,2010-05-03T00:00:00,2010,192,"{'type': 'Point', 'coordinates': (-79.43373787, 43.68490465)}"
D42,3709341,Stabbing,117,L'Amoreaux (117),193,2010-05-10T00:00:00,2010,193,"{'type': 'Point', 'coordinates': (-79.31323145, 43.79664288)}"
D12,3577964,Shooting,110,Keelesdale-Eglinton West (110),194,2010-05-17T00:00:00,2010,194,"{'type': 'Point', 'coordinates': (-79.47036219, 43.69122583)}"
D12,3746928,Other,30,Brookhaven-Amesbury (30),195,2010-05-31T00:00:00,2010,195,"{'type': 'Point', 'coordinates': (-79.50285482, 43.69955476)}"
D42,4194029,Shooting,120,Clairlea-Birchmount (120),196,2012-01-01T00:00:00,2012,196,"{'type': 'Point', 'coordinates': (-79.28272435, 43.72794544)}"
D14,3665859,Stabbing,82,Niagara (82),197,2012-01-01T00:00:00,2012,197,"{'type': 'Point', 'coordinates': (-79.417071, 43.63864906)}"
D53,30000227,Other,56,Leaside-Bennington (56),198,2012-01-01T00:00:00,2012,198,"{'type': 'Point', 'coordinates': (-79.36571783, 43.70614592)}"
D43,4205598,Shooting,120,Clairlea-Birchmount (120),199,2012-01-21T00:00:00,2012,199,"{'type': 'Point', 'coordinates': (-79.27781936, 43.7299613)}"
D42,4042332,Shooting,132,Malvern (132),200,2012-01-24T00:00:00,2012,200,"{'type': 'Point', 'coordinates': (-79.22088214, 43.80557764)}"
D14,4911563,Other,93,Dovercourt-Wallace Emerson-Junction (93),201,2013-01-19T00:00:00,2013,201,"{'type': 'Point', 'coordinates': (-79.42624517, 43.66983944)}"
D51,GO-2016851941,Other,75,Church-Yonge Corridor (75),202,2016-05-18T00:00:00,2016,202,"{'type': 'Point', 'coordinates': (-79.38159831, 43.66737287)}"
D33,4902220,Other,47,Don Valley Village (47),203,2013-02-02T00:00:00,2013,203,"{'type': 'Point', 'coordinates': (-79.35692358, 43.78701499)}"
D12,GO-2016656231,Other,113,Weston (113),204,2016-04-17T00:00:00,2016,204,"{'type': 'Point', 'coordinates': (-79.52936752, 43.70514365)}"
D31,4954079,Shooting,25,Glenfield-Jane Heights (25),205,2013-02-11T00:00:00,2013,205,"{'type': 'Point', 'coordinates': (-79.51665231, 43.75185692)}"
D31,GO-2016965196,Shooting,22,Humbermede (22),206,2016-06-03T00:00:00,2016,206,"{'type': 'Point', 'coordinates': (-79.54029776, 43.742726700000006)}"
D14,4834800,Shooting,82,Niagara (82),207,2013-02-10T00:00:00,2013,207,"{'type': 'Point', 'coordinates': (-79.42488998, 43.63268619)}"
D53,GO-2016989870,Shooting,104,Mount Pleasant West (104),208,2016-06-07T00:00:00,2016,208,"{'type': 'Point', 'coordinates': (-79.39676102, 43.70456998)}"
D23,4920035,Shooting,2,Mount Olive-Silverstone-Jamestown (2),209,2013-02-17T00:00:00,2013,209,"{'type': 'Point', 'coordinates': (-79.58637766000001, 43.73250887)}"
D14,GO-20161148938,Shooting,78,Kensington-Chinatown (78),210,2016-07-01T00:00:00,2016,210,"{'type': 'Point', 'coordinates': (-79.40403712, 43.6572083)}"
D13,4896103,Stabbing,109,Caledonia-Fairbank (109),211,2013-03-04T00:00:00,2013,211,"{'type': 'Point', 'coordinates': (-79.4552477, 43.69302722)}"
D14,GO-20161148938,Shooting,78,Kensington-Chinatown (78),212,2016-07-01T00:00:00,2016,212,"{'type': 'Point', 'coordinates': (-79.40403712, 43.6572083)}"
D23,4847120,Other,4,Rexdale-Kipling (4),213,2013-03-06T00:00:00,2013,213,"{'type': 'Point', 'coordinates': (-79.57019557, 43.72655067)}"
D11,GO-20161116247,Other,84,Little Portugal (84),214,2016-07-03T00:00:00,2016,214,"{'type': 'Point', 'coordinates': (-79.43790302000001, 43.64912973)}"
D41,4968037,Other,119,Wexford/Maryvale (119),215,2013-03-13T00:00:00,2013,215,"{'type': 'Point', 'coordinates': (-79.30216238, 43.74375996)}"
D31,GO-20161229465,Shooting,26,Downsview-Roding-CFB (26),216,2016-07-13T00:00:00,2016,216,"{'type': 'Point', 'coordinates': (-79.52009393, 43.73780743)}"
D51,4779022,Shooting,73,Moss Park (73),217,2013-03-21T00:00:00,2013,217,"{'type': 'Point', 'coordinates': (-79.37212433, 43.6633875)}"
D14,GO-20161613172,Shooting,85,South Parkdale (85),236,2016-09-11T00:00:00,2016,218,"{'type': 'Point', 'coordinates': (-79.42529763, 43.63734542)}"
D51,GO-20161263080,Other,75,Church-Yonge Corridor (75),218,2016-07-18T00:00:00,2016,219,"{'type': 'Point', 'coordinates': (-79.37187401, 43.65046356)}"
D14,4907315,Shooting,77,Waterfront Communities-The Island (77),219,2013-03-28T00:00:00,2013,220,"{'type': 'Point', 'coordinates': (-79.40005716, 43.64445256)}"
D41,GO-20161329227,Shooting,127,Bendale (127),220,2016-07-28T00:00:00,2016,221,"{'type': 'Point', 'coordinates': (-79.25803501, 43.75297334)}"
D51,5147700,Other,73,Moss Park (73),221,2013-07-09T00:00:00,2013,222,"{'type': 'Point', 'coordinates': (-79.37099208, 43.65829436)}"
D51,GO-20161335085,Stabbing,75,Church-Yonge Corridor (75),222,2016-07-29T00:00:00,2016,223,"{'type': 'Point', 'coordinates': (-79.38245382, 43.66941071)}"
D32,4902638,Shooting,31,Yorkdale-Glen Park (31),223,2013-03-30T00:00:00,2013,224,"{'type': 'Point', 'coordinates': (-79.45686309, 43.72385422)}"
D55,GO-20161403032,Other,69,Blake-Jones (69),224,2016-08-09T00:00:00,2016,225,"{'type': 'Point', 'coordinates': (-79.33484118, 43.67714818000001)}"
D42,4822914,Other,116,Steeles (116),225,2013-02-06T00:00:00,2013,226,"{'type': 'Point', 'coordinates': (-79.33344001, 43.81572936)}"
D51,GO-20161443064,Other,73,Moss Park (73),226,2016-08-15T00:00:00,2016,227,"{'type': 'Point', 'coordinates': (-79.3734186, 43.65730333)}"
D32,5020177,Other,36,Newtonbrook West (36),227,2013-07-13T00:00:00,2013,228,"{'type': 'Point', 'coordinates': (-79.41596023, 43.78163807)}"
D51,GO-2016666749,Other,68,North Riverdale (68),228,2016-04-19T00:00:00,2016,229,"{'type': 'Point', 'coordinates': (-79.35287062, 43.6661603)}"
D42,4822914,Other,116,Steeles (116),229,2013-02-06T00:00:00,2013,230,"{'type': 'Point', 'coordinates': (-79.33344001, 43.81572936)}"
D14,GO-20161480338,Shooting,82,Niagara (82),230,2016-08-21T00:00:00,2016,231,"{'type': 'Point', 'coordinates': (-79.41267012, 43.64191049)}"
D51,4837042,Other,72,Regent Park (72),231,2013-04-06T00:00:00,2013,232,"{'type': 'Point', 'coordinates': (-79.35864726, 43.66241529)}"
D43,GO-20161506128,Other,139,Scarborough Village (139),232,2016-08-25T00:00:00,2016,233,"{'type': 'Point', 'coordinates': (-79.22278383, 43.73958044)}"
D43,GO-20161506128,Other,139,Scarborough Village (139),233,2016-08-25T00:00:00,2016,234,"{'type': 'Point', 'coordinates': (-79.22278383, 43.73958044)}"
D43,GO-20161506128,Other,139,Scarborough Village (139),234,2016-08-25T00:00:00,2016,235,"{'type': 'Point', 'coordinates': (-79.22278383, 43.73958044)}"
D55,GO-20161520715,Shooting,70,South Riverdale (70),235,2016-08-27T00:00:00,2016,236,"{'type': 'Point', 'coordinates': (-79.35192093, 43.66013699)}"
D31,GO-20161625137,Stabbing,27,York University Heights (27),237,2016-09-13T00:00:00,2016,237,"{'type': 'Point', 'coordinates': (-79.50051672, 43.76851891)}"
D43,GO-20161696689,Stabbing,127,Bendale (127),238,2016-09-23T00:00:00,2016,238,"{'type': 'Point', 'coordinates': (-79.25350865, 43.77439543)}"
D11,GO-20161688118,Other,91,Weston-Pellam Park (91),239,2016-09-21T00:00:00,2016,239,"{'type': 'Point', 'coordinates': (-79.456991, 43.67020817)}"
D23,GO-20161743137,Shooting,1,West Humber-Clairville (1),240,2016-09-30T00:00:00,2016,240,"{'type': 'Point', 'coordinates': (-79.61073391, 43.73784283)}"
D51,GO-20141435425,Other,75,Church-Yonge Corridor (75),241,2014-01-30T00:00:00,2014,241,"{'type': 'Point', 'coordinates': (-79.37872961, 43.654321780000004)}"
D12,GO-20161838374,Shooting,113,Weston (113),242,2016-10-16T00:00:00,2016,242,"{'type': 'Point', 'coordinates': (-79.51775154, 43.70060252)}"
D23,GO-20161855287,Shooting,1,West Humber-Clairville (1),243,2016-10-18T00:00:00,2016,243,"{'type': 'Point', 'coordinates': (-79.60011652, 43.74703729)}"
D23,GO-20161888229,Shooting,6,Kingsview Village-The Westway (6),244,2016-10-24T00:00:00,2016,244,"{'type': 'Point', 'coordinates': (-79.55633714, 43.69953193)}"
D43,GO-20161907779,Shooting,137,Woburn (137),245,2016-10-27T00:00:00,2016,245,"{'type': 'Point', 'coordinates': (-79.20558788, 43.76404781)}"
D14,GO-20161966289,Other,81,Trinity-Bellwoods (81),246,2016-11-05T00:00:00,2016,246,"{'type': 'Point', 'coordinates': (-79.41257586, 43.6554626)}"
D33,GO-20162051533,Shooting,43,Victoria Village (43),247,2016-11-18T00:00:00,2016,247,"{'type': 'Point', 'coordinates': (-79.31348249, 43.72602399)}"
D31,GO-20162055725,Shooting,24,Black Creek (24),248,2016-11-19T00:00:00,2016,248,"{'type': 'Point', 'coordinates': (-79.51872198, 43.76916389)}"
D55,GO-20162106299,Shooting,70,South Riverdale (70),249,2016-11-27T00:00:00,2016,249,"{'type': 'Point', 'coordinates': (-79.35290454, 43.66176998)}"
D32,GO-20162138470,Other,33,Clanton Park (33),250,2016-12-03T00:00:00,2016,250,"{'type': 'Point', 'coordinates': (-79.44152664, 43.75063931)}"
D31,GO-20162148586,Stabbing,25,Glenfield-Jane Heights (25),251,2016-12-04T00:00:00,2016,251,"{'type': 'Point', 'coordinates': (-79.52424633, 43.75592926000001)}"
D54,GO-20162172757,Shooting,58,Old East York (58),252,2016-12-07T00:00:00,2016,252,"{'type': 'Point', 'coordinates': (-79.34269116, 43.69373846)}"
D43,GO-20162210973,Shooting,139,Scarborough Village (139),253,2016-12-14T00:00:00,2016,253,"{'type': 'Point', 'coordinates': (-79.21965317, 43.74501856)}"
D14,GO-20162229166,Stabbing,84,Little Portugal (84),254,2016-12-16T00:00:00,2016,254,"{'type': 'Point', 'coordinates': (-79.43164127, 43.65274306)}"
D12,GO-20162233489,Shooting,113,Weston (113),255,2016-12-17T00:00:00,2016,255,"{'type': 'Point', 'coordinates': (-79.51775154, 43.70060252)}"
D23,GO-20162242930,Shooting,6,Kingsview Village-The Westway (6),256,2016-12-18T00:00:00,2016,256,"{'type': 'Point', 'coordinates': (-79.54863788, 43.70132673)}"
D51,GO-20162276833,Stabbing,73,Moss Park (73),257,2016-12-24T00:00:00,2016,257,"{'type': 'Point', 'coordinates': (-79.37008264, 43.656162280000004)}"
D51,GO-201743106,Shooting,73,Moss Park (73),258,2017-01-08T00:00:00,2017,258,"{'type': 'Point', 'coordinates': (-79.36789985, 43.65485425000001)}"
D42,GO-2016215657,Other,132,Malvern (132),259,2016-02-05T00:00:00,2016,259,"{'type': 'Point', 'coordinates': (-79.21861195, 43.80653528)}"
D42,GO-2016215657,Other,132,Malvern (132),260,2016-02-05T00:00:00,2016,260,"{'type': 'Point', 'coordinates': (-79.21861195, 43.80653528)}"
D42,GO-2016215657,Other,132,Malvern (132),261,2016-02-05T00:00:00,2016,261,"{'type': 'Point', 'coordinates': (-79.21861195, 43.80653528)}"
D42,GO-2016215657,Other,132,Malvern (132),262,2016-02-05T00:00:00,2016,262,"{'type': 'Point', 'coordinates': (-79.21861195, 43.80653528)}"
D31,GO-2017137133,Shooting,21,Humber Summit (21),263,2017-01-23T00:00:00,2017,263,"{'type': 'Point', 'coordinates': (-79.56918107000001, 43.756230630000005)}"
D22,GO-2017163412,Other,17,Mimico (includes Humber Bay Shores) (17),264,2017-01-26T00:00:00,2017,264,"{'type': 'Point', 'coordinates': (-79.51578755, 43.61208553)}"
D51,GO-2017186988,Shooting,73,Moss Park (73),265,2017-01-30T00:00:00,2017,265,"{'type': 'Point', 'coordinates': (-79.37103886, 43.65160431)}"
D51,GO-2017189239,Shooting,72,Regent Park (72),266,2017-01-30T00:00:00,2017,266,"{'type': 'Point', 'coordinates': (-79.3622939, 43.66297124)}"
D31,GO-2017202856,Shooting,25,Glenfield-Jane Heights (25),267,2017-02-01T00:00:00,2017,267,"{'type': 'Point', 'coordinates': (-79.51703417, 43.75485496)}"
D54,GO-2017222142,Shooting,66,Danforth (66),268,2017-02-05T00:00:00,2017,268,"{'type': 'Point', 'coordinates': (-79.34293544, 43.68280849)}"
D23,GO-2017233559,Shooting,5,Elms-Old Rexdale (5),269,2017-02-06T00:00:00,2017,269,"{'type': 'Point', 'coordinates': (-79.552331, 43.71655082)}"
D32,GO-2017233897,Other,37,Willowdale West (37),270,2017-02-06T00:00:00,2017,270,"{'type': 'Point', 'coordinates': (-79.41553821, 43.7748912)}"
D54,GO-2017291986,Other,54,O'Connor-Parkview (54),271,2017-02-16T00:00:00,2017,271,"{'type': 'Point', 'coordinates': (-79.29943495, 43.702865)}"
D23,GO-201594334,Other,1,West Humber-Clairville (1),272,2015-01-16T00:00:00,2015,272,"{'type': 'Point', 'coordinates': (-79.5974685, 43.74097037)}"
D53,GO-2017352942,Shooting,55,Thorncliffe Park (55),273,2017-02-25T00:00:00,2017,273,"{'type': 'Point', 'coordinates': (-79.34134662, 43.70801788000001)}"
D23,GO-2016838159,Shooting,1,West Humber-Clairville (1),274,2016-05-15T00:00:00,2016,274,"{'type': 'Point', 'coordinates': (-79.58938369, 43.73202412)}"
D42,GO-2017468897,Shooting,131,Rouge (131),275,2017-03-16T00:00:00,2017,275,"{'type': 'Point', 'coordinates': (-79.18462411, 43.81019918)}"
D54,GO-2017486409,Shooting,61,Taylor-Massey (61),276,2017-03-18T00:00:00,2017,276,"{'type': 'Point', 'coordinates': (-79.29542007, 43.70167784)}"
D11,GO-2017564412,Shooting,8,Humber Heights-Westmount (8),277,2017-03-31T00:00:00,2017,277,"{'type': 'Point', 'coordinates': (-79.51968211, 43.69122335000001)}"
D42,GO-2017662074,Shooting,117,L'Amoreaux (117),278,2017-04-14T00:00:00,2017,278,"{'type': 'Point', 'coordinates': (-79.33089277, 43.79745328)}"
D55,GO-2017674351,Shooting,70,South Riverdale (70),279,2017-04-14T00:00:00,2017,279,"{'type': 'Point', 'coordinates': (-79.34355095, 43.66028737)}"
D13,GO-2017703097,Shooting,108,Briar Hill-Belgravia (108),280,2017-04-21T00:00:00,2017,280,"{'type': 'Point', 'coordinates': (-79.4511015, 43.69791736)}"
D55,GO-2017402242,Other,68,North Riverdale (68),281,2017-03-04T00:00:00,2017,281,"{'type': 'Point', 'coordinates': (-79.35536552, 43.66548293000001)}"
D55,GO-2017904599,Shooting,70,South Riverdale (70),282,2017-05-22T00:00:00,2017,282,"{'type': 'Point', 'coordinates': (-79.34515535, 43.66709459)}"
D12,GO-20171007434,Other,110,Keelesdale-Eglinton West (110),283,2017-06-07T00:00:00,2017,283,"{'type': 'Point', 'coordinates': (-79.48283963, 43.68836913)}"
D31,GO-20171035511,Shooting,22,Humbermede (22),284,2017-06-11T00:00:00,2017,284,"{'type': 'Point', 'coordinates': (-79.55724333, 43.74768761000001)}"
D11,GO-20171118832,Stabbing,93,Dovercourt-Wallace Emerson-Junction (93),285,2017-06-23T00:00:00,2017,285,"{'type': 'Point', 'coordinates': (-79.44228046, 43.66898843)}"
D51,GO-20171184598,Shooting,72,Regent Park (72),286,2017-07-02T00:00:00,2017,286,"{'type': 'Point', 'coordinates': (-79.3647333, 43.66044764)}"
D42,GO-20171319697,Shooting,131,Rouge (131),287,2017-07-23T00:00:00,2017,287,"{'type': 'Point', 'coordinates': (-79.19915478, 43.81331342)}"
D42,GO-20171319697,Shooting,131,Rouge (131),288,2017-07-23T00:00:00,2017,288,"{'type': 'Point', 'coordinates': (-79.19915478, 43.81331342)}"
D42,GO-20171323827,Shooting,132,Malvern (132),289,2017-07-23T00:00:00,2017,289,"{'type': 'Point', 'coordinates': (-79.21024367, 43.81020263)}"
D32,GO-20171371751,Shooting,31,Yorkdale-Glen Park (31),290,2017-07-30T00:00:00,2017,290,"{'type': 'Point', 'coordinates': (-79.45239005, 43.71432793)}"
D51,GO-20171378728,Shooting,73,Moss Park (73),291,2017-07-31T00:00:00,2017,291,"{'type': 'Point', 'coordinates': (-79.36941977, 43.65452491)}"
D13,GO-20171379055,Shooting,106,Humewood-Cedarvale (106),292,2017-08-01T00:00:00,2017,292,"{'type': 'Point', 'coordinates': (-79.41992425, 43.68720846)}"
D54,GO-20171377317,Stabbing,57,Broadview North (57),293,2017-07-31T00:00:00,2017,293,"{'type': 'Point', 'coordinates': (-79.3536243, 43.68950641)}"
D31,GO-20171499040,Stabbing,25,Glenfield-Jane Heights (25),294,2017-08-17T00:00:00,2017,294,"{'type': 'Point', 'coordinates': (-79.50788955, 43.7592841)}"
D55,GO-2017904599,Other,70,South Riverdale (70),295,2017-05-22T00:00:00,2017,295,"{'type': 'Point', 'coordinates': (-79.34515535, 43.66709459)}"
D14,GO-20171503946,Shooting,78,Kensington-Chinatown (78),296,2017-08-20T00:00:00,2017,296,"{'type': 'Point', 'coordinates': (-79.40648042, 43.65672138)}"
D31,GO-20171516247,Stabbing,25,Glenfield-Jane Heights (25),297,2017-08-22T00:00:00,2017,297,"{'type': 'Point', 'coordinates': (-79.5178097, 43.75020018)}"
D31,GO-20171578601,Shooting,26,Downsview-Roding-CFB (26),298,2017-08-31T00:00:00,2017,298,"{'type': 'Point', 'coordinates': (-79.51410965, 43.72063505)}"
D23,GO-20171592166,Shooting,5,Elms-Old Rexdale (5),299,2017-09-02T00:00:00,2017,299,"{'type': 'Point', 'coordinates': (-79.54949818, 43.72765066)}"
D43,GO-20171593482,Stabbing,138,Eglinton East (138),300,2017-09-06T00:00:00,2017,300,"{'type': 'Point', 'coordinates': (-79.24548954, 43.73945486)}"
D33,GO-20171661261,Stabbing,53,Henry Farm (53),301,2017-09-13T00:00:00,2017,301,"{'type': 'Point', 'coordinates': (-79.34307002, 43.76929913)}"
D41,GO-20171663919,Shooting,126,Dorset Park (126),302,2017-09-14T00:00:00,2017,302,"{'type': 'Point', 'coordinates': (-79.28551179, 43.76890038)}"
D51,GO-20171677843,Shooting,72,Regent Park (72),303,2017-09-16T00:00:00,2017,303,"{'type': 'Point', 'coordinates': (-79.3602871, 43.66342614)}"
D52,GO-20171682920,Shooting,77,Waterfront Communities-The Island (77),304,2017-09-16T00:00:00,2017,304,"{'type': 'Point', 'coordinates': (-79.38632963, 43.64800878)}"
D41,GO-20171640198,Stabbing,122,Birchcliffe-Cliffside (122),305,2017-09-10T00:00:00,2017,305,"{'type': 'Point', 'coordinates': (-79.26442781, 43.69816742)}"
D31,GO-20171770154,Shooting,26,Downsview-Roding-CFB (26),306,2017-09-29T00:00:00,2017,306,"{'type': 'Point', 'coordinates': (-79.51410965, 43.72063505)}"
D51,GO-20171778161,Shooting,70,South Riverdale (70),307,2017-10-01T00:00:00,2017,307,"{'type': 'Point', 'coordinates': (-79.35058013, 43.64309128)}"
D51,GO-20171778161,Shooting,70,South Riverdale (70),308,2017-10-01T00:00:00,2017,308,"{'type': 'Point', 'coordinates': (-79.35058013, 43.64309128)}"
D23,GO-20171807017,Shooting,6,Kingsview Village-The Westway (6),309,2017-10-05T00:00:00,2017,309,"{'type': 'Point', 'coordinates': (-79.54843435, 43.69447252)}"
D23,GO-20171798506,Other,4,Rexdale-Kipling (4),310,2017-10-04T00:00:00,2017,310,"{'type': 'Point', 'coordinates': (-79.56905092, 43.72418853)}"
D54,GO-20171821632,Stabbing,60,Woodbine-Lumsden (60),311,2017-10-07T00:00:00,2017,311,"{'type': 'Point', 'coordinates': (-79.31591241, 43.69752508)}"
D23,GO-20171828016,Shooting,6,Kingsview Village-The Westway (6),312,2017-10-08T00:00:00,2017,312,"{'type': 'Point', 'coordinates': (-79.55219337, 43.69873278)}"
D31,GO-20171864268,Shooting,21,Humber Summit (21),313,2017-10-14T00:00:00,2017,313,"{'type': 'Point', 'coordinates': (-79.5529431, 43.75144038)}"
D53,GO-20171897265,Stabbing,55,Thorncliffe Park (55),314,2017-10-20T00:00:00,2017,314,"{'type': 'Point', 'coordinates': (-79.34658826, 43.70321193)}"
D14,GO-20171856631,Other,93,Dovercourt-Wallace Emerson-Junction (93),315,2017-10-13T00:00:00,2017,315,"{'type': 'Point', 'coordinates': (-79.42540175000002, 43.66776054)}"
D54,GO-20171954551,Stabbing,54,O'Connor-Parkview (54),316,2017-10-28T00:00:00,2017,316,"{'type': 'Point', 'coordinates': (-79.30489867, 43.71598673)}"
D14,4799559,Other,82,Niagara (82),317,2013-07-14T00:00:00,2013,317,"{'type': 'Point', 'coordinates': (-79.41001312, 43.64419329)}"
D42,4948721,Shooting,132,Malvern (132),318,2013-04-25T00:00:00,2013,318,"{'type': 'Point', 'coordinates': (-79.2150335, 43.81876618)}"
D22,5172838,Stabbing,11,Eringate-Centennial-West Deane (11),319,2013-07-15T00:00:00,2013,319,"{'type': 'Point', 'coordinates': (-79.58081487, 43.64257418)}"
D32,4924967,Stabbing,38,Lansing-Westgate (38),320,2013-04-25T00:00:00,2013,320,"{'type': 'Point', 'coordinates': (-79.42538364, 43.75746765)}"
D31,4913839,Other,25,Glenfield-Jane Heights (25),321,2013-04-29T00:00:00,2013,321,"{'type': 'Point', 'coordinates': (-79.51822816, 43.7400529)}"
D41,4929615,Stabbing,122,Birchcliffe-Cliffside (122),322,2013-04-30T00:00:00,2013,322,"{'type': 'Point', 'coordinates': (-79.26366309, 43.692068230000004)}"
D22,5172838,Stabbing,11,Eringate-Centennial-West Deane (11),323,2013-07-15T00:00:00,2013,323,"{'type': 'Point', 'coordinates': (-79.58081487, 43.64257418)}"
D22,5172838,Stabbing,11,Eringate-Centennial-West Deane (11),324,2013-07-15T00:00:00,2013,324,"{'type': 'Point', 'coordinates': (-79.58081487, 43.64257418)}"
D14,4832188,Shooting,81,Trinity-Bellwoods (81),325,2013-05-19T00:00:00,2013,325,"{'type': 'Point', 'coordinates': (-79.42134356, 43.65095771)}"
D54,4823588,Other,54,O'Connor-Parkview (54),326,2013-05-16T00:00:00,2013,326,"{'type': 'Point', 'coordinates': (-79.3003169, 43.71251782)}"
D42,5001151,Shooting,131,Rouge (131),327,2013-05-29T00:00:00,2013,327,"{'type': 'Point', 'coordinates': (-79.21984219, 43.82190724000001)}"
D42,5067942,Other,129,Agincourt North (129),328,2013-06-03T00:00:00,2013,328,"{'type': 'Point', 'coordinates': (-79.28411223, 43.80780683)}"
D11,5162653,Shooting,87,High Park-Swansea (87),329,2013-08-05T00:00:00,2013,329,"{'type': 'Point', 'coordinates': (-79.47101519, 43.63826102)}"
D54,5096311,Stabbing,57,Broadview North (57),330,2013-06-27T00:00:00,2013,330,"{'type': 'Point', 'coordinates': (-79.35717999, 43.68292598)}"
D23,5143553,Shooting,5,Elms-Old Rexdale (5),331,2013-08-12T00:00:00,2013,331,"{'type': 'Point', 'coordinates': (-79.54567603, 43.72127341)}"
D31,5159817,Shooting,25,Glenfield-Jane Heights (25),332,2013-07-28T00:00:00,2013,332,"{'type': 'Point', 'coordinates': (-79.51630349, 43.75189346)}"
D31,5192957,Shooting,25,Glenfield-Jane Heights (25),333,2013-08-23T00:00:00,2013,333,"{'type': 'Point', 'coordinates': (-79.51040848, 43.74922746)}"
D41,GO-20141326860,Other,119,Wexford/Maryvale (119),334,2014-01-14T00:00:00,2014,334,"{'type': 'Point', 'coordinates': (-79.28954989, 43.75912955)}"
D31,5192957,Shooting,25,Glenfield-Jane Heights (25),335,2013-08-23T00:00:00,2013,335,"{'type': 'Point', 'coordinates': (-79.51040848, 43.74922746)}"
